# time (s)	h_+ (strain)	h_x (strain)
-0.775878906	-3.118573540832125889e-20	-5.703391707071599948e-20
-0.775817871	-3.025740088438842561e-20	-5.755046293818355530e-20
-0.775756836	-2.932525865270569704e-20	-5.804334969972282408e-20
-0.775695801	-2.838027919947510012e-20	-5.852968838347432379e-20
-0.775634766	-2.743198522551424850e-20	-5.899208759667753316e-20
-0.775573730	-2.647134643501813096e-20	-5.944767629190330382e-20
-0.775512695	-2.550789532573410484e-20	-5.987906115366630271e-20
-0.775451660	-2.453260055933244802e-20	-6.030338921053668044e-20
-0.775390625	-2.355500416904595764e-20	-6.070326536887546329e-20
-0.775329590	-2.256607350850029209e-20	-6.109585487642109865e-20
-0.775268555	-2.157535988016003648e-20	-6.146376099735650120e-20
-0.775207520	-2.057382905939846911e-20	-6.182416733318360612e-20
-0.775146484	-1.957104134704747247e-20	-6.215967563309257261e-20
-0.775085449	-1.855796066574563087e-20	-6.248748797810369532e-20
-0.775024414	-1.754415603958212861e-20	-6.279020472086056211e-20
-0.774963379	-1.652058925977872988e-20	-6.308504653868643929e-20
-0.774902344	-1.549683779466062031e-20	-6.335461249708318928e-20
-0.774841309	-1.446386102151579639e-20	-6.361614197742607760e-20
-0.774780273	-1.343124457021141880e-20	-6.385223285829492999e-20
-0.774719238	-1.238994511811228548e-20	-6.408014332368446872e-20
-0.774658203	-1.134955617055176694e-20	-6.428247015624695508e-20
-0.774597168	-1.030103141573084378e-20	-6.447649043186461269e-20
-0.774536133	-9.253971945261091595e-21	-6.464479991882956877e-20
-0.774475098	-8.199328166121449447e-21	-6.480469466470957867e-20
-0.774414062	-7.146708464262950682e-21	-6.493876949566411220e-20
-0.774353027	-6.087059670639448310e-21	-6.506433950117079739e-20
-0.774291992	-5.029997171260200083e-21	-6.516399862781848733e-20
-0.774230957	-3.966463923993394005e-21	-6.525508106773472152e-20
-0.774169922	-2.906082018396537079e-21	-6.532017994084070878e-20
-0.774108887	-1.839790240234285344e-21	-6.537664859293823615e-20
-0.774047852	-7.772170842578123506e-22	-6.540707936047119532e-20
-0.773986816	2.907031365406643379e-22	-6.542884478413983839e-20
-0.773925781	1.354335822023823923e-21	-6.542453645033442353e-20
-0.773864746	2.422751433973483190e-21	-6.541154612612159374e-20
-0.773803711	3.486309567928268229e-21	-6.537246467148384339e-20
-0.773742676	4.554085763548205887e-21	-6.532470310135897164e-20
-0.773681641	5.616434113825024965e-21	-6.525085156304099876e-20
-0.773620605	6.682435540116073372e-21	-6.516834033110587869e-20
-0.773559570	7.742438935292858307e-21	-6.505975884389748396e-20
-0.773498535	8.805530906503439255e-21	-6.494255663743193166e-20
-0.773437500	9.862055449122980696e-21	-6.479932243501491350e-20
-0.773376465	1.092110516032882621e-20	-6.464752502600886875e-20
-0.773315430	1.197301944058221930e-20	-6.446975240254672188e-20
-0.773254395	1.302689718090287109e-20	-6.428349258922970119e-20
-0.773193359	1.407307348893494922e-20	-6.407133282112630337e-20
-0.773132324	1.512065385289585537e-20	-6.385078033003939931e-20
-0.773071289	1.615996938890545073e-20	-6.360442155810883590e-20
-0.773010254	1.720013248485418109e-20	-6.334978290644038824e-20
-0.772949219	1.823147056556397412e-20	-6.306944997838324013e-20
-0.772888184	1.926310321972025312e-20	-6.278096829657708606e-20
-0.772827148	2.028535447968013590e-20	-6.246692256992637967e-20
-0.772766113	2.130735143449574552e-20	-6.214487738499996558e-20
-0.772705078	2.231941502120618282e-20	-6.179741649080400755e-20
-0.772644043	2.333068012694033490e-20	-6.144212347034885766e-20
-0.772583008	2.433146488839732795e-20	-6.106158103750728468e-20
-0.772521973	2.533091228627767569e-20	-6.067339169460851131e-20
-0.772460938	2.631933794959280998e-20	-6.026013703546977578e-20
-0.772399902	2.730589324563927723e-20	-5.983943839494127640e-20
-0.772338867	2.828089158566970995e-20	-5.939387615211084375e-20
-0.772277832	2.925349301358897500e-20	-5.894109037806442122e-20
-0.772216797	3.021400900996574688e-20	-5.846366013308209415e-20
-0.772155762	3.117160858222498514e-20	-5.797924411854603092e-20
-0.772094727	3.211660156389114995e-20	-5.747041996239182365e-20
-0.772033691	3.305816620930666497e-20	-5.695486488100639087e-20
-0.771972656	3.398661098495424449e-20	-5.641515494722078089e-20
-0.771911621	3.491112367188117257e-20	-5.586898576783227190e-20
-0.771850586	3.582201164548700500e-20	-5.529893172841261949e-20
-0.771789551	3.672847248910590614e-20	-5.472270669257923274e-20
-0.771728516	3.762081275890583911e-20	-5.412288321743048594e-20
-0.771667480	3.850824011168214908e-20	-5.351719328073754685e-20
-0.771606445	3.938106055170411941e-20	-5.288820746095681086e-20
-0.771545410	4.024849207564753382e-20	-5.225367569841628902e-20
-0.771484375	4.110084039835428984e-20	-5.159616643408114045e-20
-0.771423340	4.194733411795483560e-20	-5.093344741048575994e-20
-0.771362305	4.277827891713995526e-20	-5.024808476350343546e-20
-0.771301270	4.360291425174166641e-20	-4.955786386903161035e-20
-0.771240234	4.441154602419574874e-20	-4.884534838180147021e-20
-0.771179199	4.521342479876178744e-20	-4.812834113387093168e-20
-0.771118164	4.599885694391825915e-20	-4.738940311442332607e-20
-0.771057129	4.677710437716046771e-20	-4.664635442614238350e-20
-0.770996094	4.753847417323831571e-20	-4.588175320027334486e-20
-0.770935059	4.829223984174353054e-20	-4.511343661661406064e-20
-0.770874023	4.902870939765427658e-20	-4.432395974805291732e-20
-0.770812988	4.975716817516115052e-20	-4.353117665027185986e-20
-0.770751953	5.046792535703020934e-20	-4.271763912953032786e-20
-0.770690918	5.117027832771181766e-20	-4.190121790855050790e-20
-0.770629883	5.185453765871199117e-20	-4.106446131141022538e-20
-0.770568848	5.253001300367501137e-20	-4.022525651138961881e-20
-0.770507812	5.318701653655840922e-20	-3.936614812753621359e-20
-0.770446777	5.383487039212937109e-20	-3.850503956019164588e-20
-0.770385742	5.446388855330371023e-20	-3.762447149331849809e-20
-0.770324707	5.508340584044773479e-20	-3.674236332396488822e-20
-0.770263672	5.568373824461264524e-20	-3.584125156416265875e-20
-0.770202637	5.627423346865036567e-20	-3.493907137047890441e-20
-0.770141602	5.684520970313394325e-20	-3.401835483960318885e-20
-0.770080566	5.740602772248599356e-20	-3.309705264406145917e-20
-0.770019531	5.794700810036678889e-20	-3.215769221547673238e-20
-0.769958496	5.847752486385836504e-20	-3.121823949247725278e-20
-0.769897461	5.898790114506888345e-20	-3.026121698582841723e-20
-0.769836426	5.948752439664658873e-20	-2.930460564452322860e-20
-0.769775391	5.996672047620385038e-20	-2.833092279681668983e-20
-0.769714355	6.043489042640099920e-20	-2.735816414069314475e-20
-0.769653320	6.088236298896964092e-20	-2.636884155472389499e-20
-0.769592285	6.131855295239939818e-20	-2.538096521904603847e-20
-0.769531250	6.173379209242860905e-20	-2.437704129017735092e-20
-0.769470215	6.213750909048361625e-20	-2.337509415843857063e-20
-0.769409180	6.252003889727849818e-20	-2.235762398089927233e-20
-0.769348145	6.289082422531372717e-20	-2.134266908131916697e-20
-0.769287109	6.324020333223316486e-20	-2.031272333524000827e-20
-0.769226074	6.357763309063711574e-20	-1.928583871862247911e-20
-0.769165039	6.389345518796893294e-20	-1.824450253900068992e-20
-0.769104004	6.419714077666401031e-20	-1.720678013891034634e-20
-0.769042969	6.447903508732798085e-20	-1.615515196735179565e-20
-0.768981934	6.474862366260143772e-20	-1.510769644404630919e-20
-0.768920898	6.499625538029216084e-20	-1.404688686514339591e-20
-0.768859863	6.523143027411594575e-20	-1.299081443441860668e-20
-0.768798828	6.544450096343620599e-20	-1.192194499731008158e-20
-0.768737793	6.564498206416285086e-20	-1.085838224528170235e-20
-0.768676758	6.582323002193505709e-20	-9.782584272150800079e-21
-0.768615723	6.598877411631009454e-20	-8.712666957616756642e-21
-0.768554688	6.613197469399202306e-20	-7.631080340072661435e-21
-0.768493652	6.626237576980103363e-20	-6.555952185460390539e-21
-0.768432617	6.637034165650736038e-20	-5.469724170300220526e-21
-0.768371582	6.646543116564707327e-20	-4.390535642375337486e-21
-0.768310547	6.653801263111274280e-20	-3.300819607915119404e-21
-0.768249512	6.659765971272329680e-20	-2.218726689977968906e-21
-0.768188477	6.663474481032253847e-20	-1.126680914210897482e-21
-0.768127441	6.665885647360021896e-20	-4.284387078069565166e-23
-0.768066406	6.666037120303437526e-20	1.050369707251525457e-21
-0.768005371	6.664889246947349344e-20	2.134787572029111040e-21
-0.767944336	6.661480089868316790e-20	3.228004596234428507e-21
-0.767883301	6.656771490370670981e-20	4.311838184891736174e-21
-0.767822266	6.649801924998265566e-20	5.403893130356391197e-21
-0.767761230	6.641534730362857555e-20	6.485976801827167248e-21
-0.767700195	6.631008797383436949e-20	7.575704225824727311e-21
-0.767639160	6.619188958043209375e-20	8.654873047339341335e-21
-0.767578125	6.605114517017424067e-20	9.741108841805638506e-21
-0.767517090	6.589751800688949538e-20	1.081619984162753588e-20
-0.767456055	6.572140525845726099e-20	1.189778248566316245e-20
-0.767395020	6.553248511282086279e-20	1.296763590509046324e-20
-0.767333984	6.532115883219158471e-20	1.404340771634435699e-20
-0.767272949	6.509711949837140590e-20	1.510686825996981753e-20
-0.767211914	6.485077243098101868e-20	1.617567664326184963e-20
-0.767150879	6.459182556516833732e-20	1.723159472586069915e-20
-0.767089844	6.431068823072386766e-20	1.829229341800870553e-20
-0.767028809	6.401708316544906902e-20	1.933952640682412256e-20
-0.766967773	6.370142365183717143e-20	2.039097671610263273e-20
-0.766906738	6.337344716950081344e-20	2.142839016712056868e-20
-0.766845703	6.302357088604441471e-20	2.246946220605891050e-20
-0.766784668	6.266154695187897632e-20	2.349593109304294989e-20
-0.766723633	6.227779634204191217e-20	2.452550500330616482e-20
-0.766662598	6.188208579661365363e-20	2.553991493818902857e-20
-0.766601562	6.146484001038917590e-20	2.655688210604471485e-20
-0.766540527	6.103584022213485821e-20	2.755813054921993717e-20
-0.766479492	6.058551474864444140e-20	2.856139481054788638e-20
-0.766418457	6.012365922642642622e-20	2.954839227003173514e-20
-0.766357422	5.964070548676930596e-20	3.053687110320704099e-20
-0.766296387	5.914646345311697262e-20	3.150854232108740156e-20
-0.766235352	5.863136835408183856e-20	3.248116802660952055e-20
-0.766174316	5.810524427952655591e-20	3.343645315167154991e-20
-0.766113281	5.755852972841063011e-20	3.439217401742136247e-20
-0.766052246	5.700106282707180044e-20	3.533002976244482336e-20
-0.765991211	5.642328520835863063e-20	3.626781121296406889e-20
-0.765930176	5.583504889555310326e-20	3.718721199575108786e-20
-0.765869141	5.522679850962388528e-20	3.810603772445842757e-20
-0.765808105	5.460839982197284386e-20	3.900597679104193534e-20
-0.765747070	5.397030028660925294e-20	3.990484987416998987e-20
-0.765686035	5.332237926514135006e-20	4.078434040304425867e-20
-0.765625000	5.265508688046824542e-20	4.166228439399342900e-20
-0.765563965	5.197831591737013543e-20	4.252036058031546805e-20
-0.765502930	5.128251899461953842e-20	4.337642058317296799e-20
-0.765441895	5.057760214443533238e-20	4.421213870142064722e-20
-0.765380859	4.985402029955132576e-20	4.504538242271435484e-20
-0.765319824	4.912169255516060946e-20	4.585782186695304120e-20
-0.765258789	4.837107596769652951e-20	4.666734064401543061e-20
-0.765197754	4.761210250232136662e-20	4.745560494446548458e-20
-0.765136719	4.683523114039244988e-20	4.824051474978271599e-20
-0.765075684	4.605040651595298440e-20	4.900373256441974989e-20
-0.765014648	4.524808932828057723e-20	4.976317498452232498e-20
-0.764953613	4.443823667105552548e-20	5.050050106487594638e-20
-0.764892578	4.361131074672720684e-20	5.123364425262209392e-20
-0.764831543	4.277728089140392294e-20	5.194426038262818074e-20
-0.764770508	4.192661058811219655e-20	5.265029998216384529e-20
-0.764709473	4.106928119074648688e-20	5.333341588876947127e-20
-0.764648438	4.019575723274331438e-20	5.401157593184726201e-20
-0.764587402	3.931603185367557545e-20	5.466643016669014050e-20
-0.764526367	3.842057040008873756e-20	5.531596393928857470e-20
-0.764465332	3.751937755798561331e-20	5.594182473025630626e-20
-0.764404297	3.660291924258774560e-20	5.656201560885538236e-20
-0.764343262	3.568121144020882796e-20	5.715818168063140435e-20
-0.764282227	3.474472038358971628e-20	5.774834393682403312e-20
-0.764221191	3.380347310661812340e-20	5.831414529942535384e-20
-0.764160156	3.284793590189790557e-20	5.887362487219453224e-20
-0.764099121	3.188814659172328340e-20	5.940842357675386859e-20
-0.764038086	3.091457126469416431e-20	5.993659881144980867e-20
-0.763977051	2.993725826626171441e-20	6.043978967220720455e-20
-0.763916016	2.894667321119441870e-20	6.093607202538421246e-20
-0.763854980	2.795287469704069313e-20	6.140708330716138250e-20
-0.763793945	2.694632758922045406e-20	6.187091801648356825e-20
-0.763732910	2.593710046082855647e-20	6.230921208682006310e-20
-0.763671875	2.491565714700026704e-20	6.274007880529767226e-20
-0.763610840	2.389207591455845194e-20	6.314515275055415855e-20
-0.763549805	2.285681928235726012e-20	6.354256614425880733e-20
-0.763488770	2.181997492425867493e-20	6.391395234882474191e-20
-0.763427734	2.077200375203800048e-20	6.427746265756373517e-20
-0.763366699	1.972300255514520233e-20	6.461472934578655885e-20
-0.763305664	1.866343034305559693e-20	6.494392290589769294e-20
-0.763244629	1.760339272513060909e-20	6.524667464567973489e-20
-0.763183594	1.653334650912697478e-20	6.554117437447083253e-20
-0.763122559	1.546340582458582910e-20	6.580905254235460944e-20
-0.763061523	1.438402497425016277e-20	6.606851838357446212e-20
-0.763000488	1.330532630451314426e-20	6.630120159042590619e-20
-0.762939453	1.221776130630185322e-20	6.652533092022894072e-20
-0.762878418	1.113146023598318825e-20	6.672253539736164140e-20
-0.762817383	1.003687146278936164e-20	6.691106339012704609e-20
-0.762756348	8.944132843315699322e-21	6.707254333493828055e-20
-0.762695312	7.843689312138783051e-21	6.722524328889149486e-20
-0.762634277	6.745686013676725169e-21	6.735079117002636930e-20
-0.762573242	5.640564132367861903e-21	6.746747479187679622e-20
-0.762512207	4.538475785617639145e-21	6.755692161327366258e-20
-0.762451172	3.429858090226021717e-21	6.763743926151036890e-20
-0.762390137	2.324869819618488607e-21	6.769065478512198399e-20
-0.762329102	1.213943703582459018e-21	6.773489567193275766e-20
-0.762268066	1.072448529932585513e-22	6.775178859873842012e-20
-0.762207031	-1.004798710418097644e-21	6.775968095016846743e-20
-0.762145996	-2.112015858131971731e-21	6.774019905917919109e-20
-0.762084961	-3.223983598596611035e-21	6.771171023309012075e-20
-0.762023926	-4.330525106577340862e-21	6.765584047838541116e-20
-0.761962891	-5.441222743623344993e-21	6.759097704029415454e-20
-0.761901855	-6.545894309299958473e-21	6.749874560564951927e-20
-0.761840820	-7.654127841710488172e-21	6.739755336224839484e-20
-0.761779785	-8.755736087057195757e-21	6.726902567340098942e-20
-0.761718750	-9.860313083469969912e-21	6.713158966350662642e-20
-0.761657715	-1.095766684558650554e-20	6.696687035796938395e-20
-0.761596680	-1.205739773491118891e-20	6.679331480117723748e-20
-0.761535645	-1.314930935589382495e-20	6.659254765553980401e-20
-0.761474609	-1.424300871611806549e-20	6.638303585820490146e-20
-0.761413574	-1.532829533046159601e-20	6.614640367294506600e-20
-0.761352539	-1.641478317441162540e-20	6.590113789184029849e-20
-0.761291504	-1.749226799276970178e-20	6.562886233376608370e-20
-0.761230469	-1.857037104946237383e-20	6.534808359736580173e-20
-0.761169434	-1.963888463728991483e-20	6.504042499980946462e-20
-0.761108398	-2.070743762753481544e-20	6.472441288737212081e-20
-0.761047363	-2.176581917722620869e-20	6.438167000819983579e-20
-0.760986328	-2.282366608195972145e-20	6.403074238684610758e-20
-0.760925293	-2.387076467712408804e-20	6.365325212462791686e-20
-0.760864258	-2.491675999721725961e-20	6.326776484459741696e-20
-0.760803223	-2.595143586765839224e-20	6.285590191308251891e-20
-0.760742188	-2.698444587373148134e-20	6.243624846145658671e-20
-0.760681152	-2.800557163967236357e-20	6.199042502273108341e-20
-0.760620117	-2.902447561062821912e-20	6.153703613617365286e-20
-0.760559082	-3.003093751519844605e-20	6.105770139273844064e-20
-0.760498047	-3.103462896396990429e-20	6.057104462912260107e-20
-0.760437012	-3.202532809205678191e-20	6.005868437545535243e-20
-0.760375977	-3.301271597738401471e-20	5.953926364529548665e-20
-0.760314941	-3.398656945991149860e-20	5.899439977922948817e-20
-0.760253906	-3.495657938281669277e-20	5.844275483709876128e-20
-0.760192871	-3.591252158496057237e-20	5.786594483137884062e-20
-0.760131836	-3.686409696838005067e-20	5.728265072789305660e-20
-0.760070801	-3.780108066042033352e-20	5.667448706271114574e-20
-0.760009766	-3.873318391098388892e-20	5.606015355768317205e-20
-0.759948730	-3.965018142064497764e-20	5.542126311448307022e-20
-0.759887695	-4.056179507105387080e-20	5.477653405159550899e-20
-0.759826660	-4.145779941573219964e-20	5.410757746902710968e-20
-0.759765625	-4.234792724677412449e-20	5.343313011302632400e-20
-0.759704590	-4.322195324476301211e-20	5.273480110534789147e-20
-0.759643555	-4.408962138531677581e-20	5.203134544212457929e-20
-0.759582520	-4.494070674457915998e-20	5.130437008117706517e-20
-0.759521484	-4.578496474881017716e-20	5.057264808155612596e-20
-0.759460449	-4.661217113209394827e-20	4.981778404266363240e-20
-0.759399414	-4.743209303233516481e-20	4.905856889073468437e-20
-0.759338379	-4.823450709757068708e-20	4.827660466352538919e-20
-0.759277344	-4.902919243185583420e-20	4.749069995017333937e-20
-0.759216309	-4.980592684657358082e-20	4.668245401504044674e-20
-0.759155273	-5.057450165959002608e-20	4.587069289753778098e-20
-0.759094238	-5.132469608816470900e-20	4.503701286869758241e-20
-0.759033203	-5.206631390463965346e-20	4.420025719736950661e-20
-0.758972168	-5.278913596744511032e-20	4.334201893324923643e-20
-0.758911133	-5.350297873671028629e-20	4.248115834591137731e-20
-0.758850098	-5.419762493991696580e-20	4.159926502794939748e-20
-0.758789062	-5.488290395074318122e-20	4.071521601320745933e-20
-0.758728027	-5.554860058578820835e-20	3.981059719386088792e-20
-0.758666992	-5.620455735026509339e-20	3.890430212425692685e-20
-0.758605957	-5.684056136207249620e-20	3.797791274542256497e-20
-0.758544922	-5.746646846773169319e-20	3.705033888126439055e-20
-0.758483887	-5.807206829046169753e-20	3.610315826399113571e-20
-0.758422852	-5.866723021958638163e-20	3.515529672917537490e-20
-0.758361816	-5.924174657921345147e-20	3.418832753576442621e-20
-0.758300781	-5.980550049440333174e-20	3.322119226646325853e-20
-0.758239746	-6.034828717705053714e-20	3.223545943605628936e-20
-0.758178711	-6.088000367213989559e-20	3.125008610348476402e-20
-0.758117676	-6.139044825734982411e-20	3.024663576228515371e-20
-0.758056641	-6.188953207285317513e-20	2.924408067066771107e-20
-0.757995605	-6.236705663094518507e-20	2.822397901789300704e-20
-0.757934570	-6.283294733311955433e-20	2.720531797883581145e-20
-0.757873535	-6.327700908594529502e-20	2.616965014970802673e-20
-0.757812500	-6.370918170883799060e-20	2.513597733394769225e-20
-0.757751465	-6.411927365283813207e-20	2.408584624075731491e-20
-0.757690430	-6.451723930237698823e-20	2.303827300889931515e-20
-0.757629395	-6.489289079359339552e-20	2.197479816161948359e-20
-0.757568359	-6.525619721332147161e-20	2.091445187481263871e-20
-0.757507324	-6.559697451348870627e-20	1.983876818214592295e-20
-0.757446289	-6.592520661085295522e-20	1.876679099405561938e-20
-0.757385254	-6.623071339395908960e-20	1.768004754663258958e-20
-0.757324219	-6.652349372694303347e-20	1.659759517798069555e-20
-0.757263184	-6.679337154559766737e-20	1.550095401464863607e-20
-0.757202148	-6.705036076879420490e-20	1.440919451175297170e-20
-0.757141113	-6.728428948001501969e-20	1.330382937057604264e-20
-0.757080078	-6.750518674988870620e-20	1.220394184903439559e-20
-0.757019043	-6.770288489961887915e-20	1.109103690407671491e-20
-0.756958008	-6.788742823821889187e-20	9.984210279090016362e-21
-0.756896973	-6.804865340422599496e-20	8.864958864544530658e-21
-0.756835938	-6.819662002104334439e-20	7.752390569128711128e-21
-0.756774902	-6.832116911364778012e-20	6.627993892105704852e-21
-0.756713867	-6.843237568523140088e-20	5.510888584697020375e-21
-0.756652832	-6.852008520555927165e-20	4.382554427990400146e-21
-0.756591797	-6.859438811245399927e-20	3.262122690863681456e-21
-0.756530762	-6.864513436803303593e-20	2.131064107131789649e-21
-0.756469727	-6.868242988867093082e-20	1.008521136765868185e-21
-0.756408691	-6.869612916572198271e-20	-1.240448642817571842e-22
-0.756347656	-6.869635362729644407e-20	-1.247480573075285476e-21
-0.756286621	-6.867296231987356980e-20	-2.380334343441902750e-21
-0.756225586	-6.863609220555955096e-20	-3.503442318555700081e-21
-0.756164551	-6.857560690104451618e-20	-4.635362894834057484e-21
-0.756103516	-6.850165891373955948e-20	-5.756922011406183583e-21
-0.756042480	-6.840411643468235202e-20	-6.886688440573736886e-21
-0.755981445	-6.829314751701606202e-20	-8.005478247624097816e-21
-0.755920410	-6.815862491930581211e-20	-9.131870914287544456e-21
-0.755859375	-6.801073222979237715e-20	-1.024667296219947260e-20
-0.755798340	-6.783934675682045346e-20	-1.136847491573790363e-20
-0.755737305	-6.765466760227847407e-20	-1.247807408279620351e-20
-0.755676270	-6.744657659542601452e-20	-1.359407236316354353e-20
-0.755615234	-6.722528831940308640e-20	-1.469725817995757512e-20
-0.755554199	-6.698068908478574886e-20	-1.580624514033733942e-20
-0.755493164	-6.672300891245994200e-20	-1.690181311065090426e-20
-0.755432129	-6.644213854378303462e-20	-1.800258773590605510e-20
-0.755371094	-6.614832338314484793e-20	-1.908934065230348201e-20
-0.755310059	-6.583145854115364404e-20	-2.018070987158329034e-20
-0.755249023	-6.550180474070350719e-20	-2.125745912448488486e-20
-0.755187988	-6.514926138936778459e-20	-2.233823911652912903e-20
-0.755126953	-6.478410445260115674e-20	-2.340380599549147864e-20
-0.755065918	-6.439623755195338554e-20	-2.447282348525578593e-20
-0.755004883	-6.399595180884774671e-20	-2.552604047061980038e-20
-0.754943848	-6.357315496518560578e-20	-2.658213401574645370e-20
-0.754882812	-6.313815320108135201e-20	-2.762184605963241587e-20
-0.754821777	-6.268085827449798137e-20	-2.866386732548533448e-20
-0.754760742	-6.221159131654443864e-20	-2.968893312037597067e-20
-0.754699707	-6.172026798651213028e-20	-3.071574814203334149e-20
-0.754638672	-6.121722424825900616e-20	-3.172504137590328697e-20
-0.754577637	-6.069237953732348523e-20	-3.273553180583554101e-20
-0.754516602	-6.015608452185973589e-20	-3.372794240207985587e-20
-0.754455566	-5.959826227824536448e-20	-3.472100674216385180e-20
-0.754394531	-5.902927804029125846e-20	-3.569544208323126757e-20
-0.754333496	-5.843905837971690890e-20	-3.666999689962348211e-20
-0.754272461	-5.783798294730714359e-20	-3.762538303283393579e-20
-0.754211426	-5.721598165470774923e-20	-3.858036415240951331e-20
-0.754150391	-5.658344841105423242e-20	-3.951564697675016803e-20
-0.754089355	-5.593031630265888807e-20	-4.045001066384094669e-20
-0.754028320	-5.526699332871012823e-20	-4.136415709623018023e-20
-0.753967285	-5.458341557535215975e-20	-4.227688120820321188e-20
-0.753906250	-5.389000495389597006e-20	-4.316888032817562544e-20
-0.753845215	-5.317670036598119333e-20	-4.405896544874580277e-20
-0.753784180	-5.245393744784141106e-20	-4.492782962001341342e-20
-0.753723145	-5.171165772295817697e-20	-4.579430016890645980e-20
-0.753662109	-5.096031035609354851e-20	-4.663906613674389900e-20
-0.753601074	-5.018983928990764785e-20	-4.748097145444587168e-20
-0.753540039	-4.941070701229411872e-20	-4.830070141761153984e-20
-0.753479004	-4.861285967353545756e-20	-4.911711682410715656e-20
-0.753417969	-4.780677287053134714e-20	-4.991089948002761315e-20
-0.753356934	-4.698239474104138818e-20	-5.070092730616645596e-20
-0.753295898	-4.615021376835629216e-20	-5.146787886834064831e-20
-0.753234863	-4.530017984894280668e-20	-5.223064945903183914e-20
-0.753173828	-4.444279412160432677e-20	-5.296991464532251686e-20
-0.753112793	-4.356800800488342631e-20	-5.370458733272607079e-20
-0.753051758	-4.268633505399896280e-20	-5.441534032372950710e-20
-0.752990723	-4.178772796483913132e-20	-5.512110437024685915e-20
-0.752929688	-4.088271246227672030e-20	-5.580254973627758191e-20
-0.752868652	-3.996124226720533571e-20	-5.647862524551365815e-20
-0.752807617	-3.903385501983033062e-20	-5.712999884142673439e-20
-0.752746582	-3.809050520627106553e-20	-5.777563763653890313e-20
-0.752685547	-3.714174212048537622e-20	-5.839620746327554879e-20
-0.752624512	-3.617752074695648110e-20	-5.901069393148057618e-20
-0.752563477	-3.520840176482289526e-20	-5.959976096339770635e-20
-0.752502441	-3.422434038313443436e-20	-6.018241286585013045e-20
-0.752441406	-3.323590839101596258e-20	-6.073931184274690365e-20
-0.752380371	-3.223306094182448725e-20	-6.128948108861441897e-20
-0.752319336	-3.122638065300747008e-20	-6.181358127180967393e-20
-0.752258301	-3.020582233563338891e-20	-6.233065465602471891e-20
-0.752197266	-2.918197914769336871e-20	-6.282136054737397022e-20
-0.752136230	-2.814480526558552328e-20	-6.330476045071955371e-20
-0.752075195	-2.710490409424685232e-20	-6.376151247384438723e-20
-0.752014160	-2.605222887729268148e-20	-6.421069752508403669e-20
-0.751953125	-2.499739296757047423e-20	-6.463297266803501068e-20
-0.751892090	-2.393034837246181361e-20	-6.504743836696193051e-20
-0.751831055	-2.286171808859317817e-20	-6.543475078547102784e-20
-0.751770020	-2.178145257867180576e-20	-6.581403008625803967e-20
-0.751708984	-2.070018417412927635e-20	-6.616593166703381536e-20
-0.751647949	-1.960786147986648618e-20	-6.650959552127717170e-20
-0.751586914	-1.851512584861386991e-20	-6.682567640454288948e-20
-0.751525879	-1.741192371016737178e-20	-6.713333426309731337e-20
-0.751464844	-1.630890512086253909e-20	-6.741322332384294612e-20
-0.751403809	-1.519601401397376933e-20	-6.768452359727964282e-20
-0.751342773	-1.408390882803375534e-20	-6.792788888453961414e-20
-0.751281738	-1.296253067477092364e-20	-6.816251936125279442e-20
-0.751220703	-1.184254605003958529e-20	-6.836906849500519655e-20
-0.751159668	-1.071389291567371284e-20	-6.856675671673545839e-20
-0.751098633	-9.587245496886113080e-21	-6.873623724184328238e-20
-0.751037598	-8.452538274418837035e-21	-6.889675083599233304e-20
-0.750976562	-7.320452872004342900e-21	-6.902895053289257351e-20
-0.750915527	-6.180919955581261902e-21	-6.915209750127266995e-20
-0.750854492	-5.044628214277045257e-21	-6.924684465279305864e-20
-0.750793457	-3.901504163150407808e-21	-6.933247361658885386e-20
-0.750732422	-2.762243221640291627e-21	-6.938963723070020679e-20
-0.750671387	-1.616767416110031291e-21	-6.943763763105274054e-20
-0.750610352	-4.757785593826978168e-22	-6.945712761939550186e-20
-0.750549316	6.708061501108330216e-22	-6.946742987346451701e-20
-0.750488281	1.812278844190689475e-21	-6.944919718497899886e-20
-0.750427246	2.958727492844137568e-21	-6.942177279742882680e-20
-0.750366211	4.099438511537415853e-21	-6.936580950741166648e-20
-0.750305176	5.244505379825856347e-21	-6.930067113686199727e-20
-0.750244141	6.383209136370811863e-21	-6.920701049091002853e-20
-0.750183105	7.525649111777639440e-21	-6.910421197137220928e-20
-0.750122070	8.661101307655176272e-21	-6.897292838430516934e-20
-0.750061035	9.799671247112052052e-21	-6.883256470153124287e-20
-0.750000000	1.093063023423867237e-20	-6.866377371117986581e-20
-0.749938965	1.206409032574367801e-20	-6.848598093391758462e-20
-0.749877930	1.318931846714400759e-20	-6.827983910980907567e-20
-0.749816895	1.431643358910960947e-20	-6.806479427593261801e-20
-0.749755859	1.543469861654592376e-20	-6.782149908283574846e-20
-0.749694824	1.655423969323380862e-20	-6.756942004039455525e-20
-0.749633789	1.766431606018804467e-20	-6.728920965704745277e-20
-0.749572754	1.877506141204199682e-20	-6.700035486055158956e-20
-0.749511719	1.987573164083675709e-20	-6.668350795334294185e-20
-0.749450684	2.097646832779115298e-20	-6.635817621510312999e-20
-0.749389648	2.206652434894367597e-20	-6.600501166736602373e-20
